idx,x0,mB,x1,c,MnoDisp,Mabs,t0,z,model
12,0.04159545425173135,13.95412187734774,0.4596710795904913,-0.01389147979270803,-19.40795930621198,-19.481763139027084,2458202.725552993,0.010904175561827708,SALT2
13,0.02702707583951598,14.422550393860867,-0.1716536984899621,-0.056523529864096846,-19.453395842454807,-19.399162014232736,2458333.876639202,0.013003796337992257,SALT2
14,0.02707250359859709,14.418966899847572,1.4892200258411272,0.08738168332002917,-19.234199699676186,-19.182756493968153,2458381.337642621,0.011761944237087901,SALT2
15,0.021976525657451545,14.646574606393274,0.5218897992847794,0.059959510333304336,-19.184851668963628,-19.110426230344856,2458187.1723989993,0.012625588908934749,SALT2
16,0.03570367543224425,14.120404522112548,-0.7342036753081864,-0.08527210382126071,-19.464880619351792,-19.555560600698573,2458252.655279885,0.012167310874912173,SALT2
17,0.05294015036724359,13.690625170740923,-0.698397087056492,-0.22266931350899555,-19.90118338291683,-19.759636147615645,2458284.952507584,0.010976010556748635,SALT2
18,0.032324541628945026,14.229561972093238,-3.4335663981339435,-0.0761524928345503,-19.0583433792689,-19.144936118786195,2458305.649327631,0.010602650648144429,SALT2
19,0.023825039219359113,14.56029002117641,-1.6904395619512274,-0.049565935456215654,-19.21892593272389,-19.259284488751025,2458268.39043343,0.012991123948553387,SALT2
20,0.01611276196613538,14.980659373645597,1.3202141919436594,0.2066227268347321,-18.836241247337888,-18.813755083472596,2458245.581808505,0.012842903692264164,SALT2
21,0.02409628417427632,14.547219189977184,-0.034729245699218314,-0.00550775108061754,-19.31242673624417,-19.174667822120682,2458234.05478265,0.012424948123887346,SALT2
22,0.018244348867576508,14.849078221836233,-0.1638686400190058,0.0676739910634727,-19.0646297324491,-19.18661784525344,2458200.2538111364,0.014336110310626302,SALT2
23,0.018730741701205544,14.8203028170084,0.3722894807017121,0.04249710888311261,-19.21872210251415,-19.19975734922542,2458408.462095476,0.014234341909329512,SALT2
24,0.010954233050908804,15.401969190808671,-0.29540834919650044,0.1544776745198551,-18.773737410794666,-18.781664164786307,2458167.6312166364,0.015335314919414965,SALT2
25,0.03089489583724316,14.276249685932585,0.5752147919003718,-0.11954967372287031,-19.755796496682144,-19.76949617304934,2458331.183087311,0.014401900520831125,SALT2
26,0.01970353277717223,14.765530943458545,0.2517565547760419,-0.015638330572005442,-19.38433463733417,-19.247419266615488,2458235.1445337962,0.014188302562311345,SALT2
27,0.02118269943461989,14.686750015406842,0.46641741926921765,-0.029824351830487972,-19.45891707909359,-19.317208739708974,2458423.1892873165,0.01413029085629975,SALT2
28,0.02465067422363595,14.5216369571292,0.6304123231583677,-0.09194578171881276,-19.676875534057526,-19.701977294534633,2458202.486564288,0.015616979616197752,SALT2
29,0.017566933348713936,14.890692545708692,-0.5959921261000112,-0.002656011308296298,-19.22489832184274,-19.221714084467944,2458327.360100231,0.014845916372146363,SALT2
30,0.02452960448597168,14.528272014423393,-0.7568159193698064,-0.026933292468906224,-19.278589376348126,-19.387892972005602,2458408.3349502087,0.013576051876151646,SALT2
31,0.015551854153429108,15.020028945575469,1.9337486119701484,0.10314564777253535,-19.246950617317832,-19.125673442361897,2458265.7266065134,0.015072738034966827,SALT2
32,0.03148080016076092,14.255647066506295,1.2379378424966978,-0.07565688743925843,-19.71079826762137,-19.748242231400123,2458140.092619141,0.014129843642298093,SALT2
33,0.017455542082576513,14.897400444317965,-0.2547202714779673,-0.0038479082214217123,-19.27641774590013,-19.273996526607355,2458463.118887905,0.015250118111922482,SALT2
34,0.017811921150258578,14.875331605976104,-0.15214054913488134,0.02892257686678186,-19.18791235433629,-19.12545278418037,2458162.7196300295,0.014109866381839057,SALT2
35,0.021896885012023797,14.651506743473808,-0.6695131444371415,-0.020653831472989014,-19.271100536772515,-19.280534323708313,2458122.527599786,0.013674657789034813,SALT2
36,0.021413762346575334,14.675769201883952,-0.7872906045024061,-0.03232440846030538,-19.29124563352656,-19.372689952309585,2458508.3292631935,0.014419714065009664,SALT2
37,0.016391723019032304,14.96570742527716,-0.7513828582740744,0.06308174737348353,-18.996792794836267,-18.96018826750469,2458321.8562096925,0.013636405201254717,SALT2
38,0.033393410646657753,14.1916775927972,1.4079023034534608,0.0012705743829465649,-19.493117989495417,-19.730809319744026,2458482.6161154555,0.013615232557221791,SALT2
39,0.02361865701425001,14.567734308720407,1.154324699955994,-0.07271714632894606,-19.689864580320403,-19.783063785444643,2458237.125532671,0.016547436227711328,SALT2
40,0.014280295872699569,15.115640518795683,-0.691725054063796,-0.012352239256543388,-19.24193217145736,-19.3345820046459,2458245.1898294264,0.017312771904356362,SALT2
41,0.018524956923449798,14.83152192587778,-2.5028435765978547,-0.22532980187475135,-19.656912147361144,-19.586418236894772,2458436.64419352,0.017060516409805118,SALT2
42,0.012304458830706725,15.277548607540126,-1.882937609502564,-0.08948923002817523,-19.317295427728084,-19.27839696077247,2458211.587473648,0.018164953858122605,SALT2
43,0.009597556843273871,15.54487801989578,0.37985496118765233,0.16564351715338665,-18.83322469422179,-18.9235215512638,2458400.427867733,0.01745642520789673,SALT2
44,0.01906947549008204,14.80086338366526,0.4607107268667854,-0.028835409624860822,-19.45501385257379,-19.489711844786633,2458255.6313078706,0.01610021856327075,SALT2
45,0.011388664580163018,15.361130632036726,-0.3928161860817262,-0.014881736657602927,-19.291719505316774,-19.16213222950144,2458487.330251311,0.01789718517728972,SALT2
46,0.010416032758092872,15.457291129485515,-0.7326560559225055,0.1299039001870221,-18.789659809483787,-18.86261687738519,2458153.769758942,0.016316532724037925,SALT2
47,0.017024508713855316,14.924189819101748,0.11511863663630341,-0.0528156074161921,-19.48190480080851,-19.33434095759481,2458396.871015367,0.015867145922666064,SALT2
48,0.008569029959970609,15.670607650797091,-1.9704335549889664,0.04495421280035948,-18.883028028321217,-18.69717262715866,2458303.5034081247,0.016675750446994913,SALT2
49,0.02211589131416485,14.639327032058919,0.1646804533227147,-0.13500876633263376,-19.74684778098332,-19.845713080940005,2458247.2616213243,0.017588967117882125,SALT2
50,0.010607664514378464,15.43731963024874,-0.26247161648334233,0.12368833505797534,-18.874996289945347,-18.90035529718656,2458510.816212176,0.016448948663601092,SALT2
51,0.01773384592638646,14.879594621381218,0.34413574618403586,-0.07121135547197249,-19.571711449292287,-19.477852677723344,2458219.4376530326,0.016597559765724718,SALT2
52,0.03144437913418965,14.254433124630621,1.6527600198067685,-0.211637411078573,-20.195716236148588,-20.314601746016276,2458354.1799860387,0.018273299713787813,SALT2
53,0.011759710891074176,15.32597031986545,0.13018131694896176,-0.025426586340318663,-19.398039438895115,-19.251314589661273,2458136.5267768977,0.018341916288067632,SALT2
54,0.014770455824702796,15.078319487022661,0.3481449092847003,-0.025503619646871672,-19.42879614937139,-19.386633421646287,2458463.256338003,0.01742909608139456,SALT2
55,0.011149492702257312,15.383854057958468,-0.3531092473994891,0.0704976607883429,-19.029272548149464,-19.119367481868313,2458457.035864758,0.017734918214649557,SALT2
56,0.015081793366624767,15.055435703638494,0.41708808064816744,-0.06791955914947452,-19.571591827460946,-19.514971013989197,2458157.3336966834,0.018284691946328247,SALT2
57,0.006707406552099553,15.935347377630098,-0.7541182519287669,0.11684631341413512,-18.827642866923004,-18.89242421768486,2458252.938073654,0.020550676277113253,SALT2
58,0.015314857456145308,15.038966631877173,0.18671118846635829,-0.06644557195180843,-19.53471221674202,-19.61155167128203,2458322.3845425113,0.018962259137913964,SALT2
59,0.007949641041880909,15.751438205609503,-1.282534262120904,0.08901091200589194,-18.841039950516578,-18.904523186695414,2458119.0237372853,0.019009184024315985,SALT2
60,0.0105005038191996,15.449699894662697,-1.5499193690522157,-0.0663528139629347,-19.291292771362343,-19.228240509345998,2458343.984950789,0.01919983299071714,SALT2
61,0.005321453452999657,16.18478145646558,0.36503909848667765,0.1883650280386211,-18.759827650774906,-18.68636456701916,2458117.0851941234,0.020958921695539767,SALT2
62,0.01985449853703001,14.753859724885277,0.23275425700783106,-0.2622511833491224,-20.155792060513992,-20.02081290615567,2458499.566473439,0.020061558176674547,SALT2
63,0.009657967759481296,15.539912936516112,-0.0855862600647694,-0.0034928687796334764,-19.298982038690202,-19.31024603388059,2458268.8157896376,0.020760400936462135,SALT2
64,0.016781453873826506,14.938981356851752,0.8179193715551278,-0.09080626093227205,-19.69954956508412,-19.647631994197315,2458288.401230459,0.01841980839377819,SALT2
65,0.006700392110048512,15.935811892620286,-0.21680840259969167,0.14294621389580212,-18.82093865821712,-18.875455943867713,2458152.30301328,0.020397407386220277,SALT2
66,0.01162109894517617,15.338339006891156,0.5990253006113566,0.05257583669974038,-19.218827990685106,-19.245355181162715,2458445.1047261474,0.018395398476283666,SALT2
67,0.01836094868886031,14.838921806274747,2.5757754359297254,-0.03051112257718235,-19.756382974799937,-19.756961260121685,2458393.640899275,0.01849753345389382,SALT2
68,0.010755185512673045,15.42289376313972,-0.14270019689471458,0.060394616396589273,-19.090443271565846,-19.160948481674296,2458142.464289135,0.018396635751846368,SALT2
69,0.006728941079583283,15.93353270111132,-2.8545453558939307,0.008834506836869182,-18.87263213321392,-18.71292784651118,2458219.786664625,0.018927351575982992,SALT2
70,0.009951285519662567,15.506469400988529,0.6833573015977843,0.08172605317953373,-19.139131941293133,-19.17711790017423,2458250.641210131,0.019249118683523178,SALT2
71,0.010157253357222467,15.484985842801386,-0.105062672355025,-0.06973840585907573,-19.504200081861935,-19.380387140446636,2458481.419356528,0.02090412763748084,SALT2
72,0.00662078963854209,15.95006355951529,-1.0897460408291038,0.0758807327581284,-18.90924593415616,-18.901200774745885,2458449.3579782345,0.02077081042366764,SALT2
73,0.007428839365531343,15.823739904369168,-0.022494066890658467,0.13618494544743887,-18.8693662868758,-18.93520944085987,2458379.536956354,0.01991893867146009,SALT2
74,0.007588088500110162,15.800434689155747,0.043617487942351166,0.15115980010572294,-18.831615835780067,-19.023514086492508,2458501.4943024307,0.02051507342111066,SALT2
75,0.011362106390233804,15.36278746925791,0.46654899632879154,0.07099906004444492,-19.14245081000652,-19.22960534496499,2458208.1958168834,0.0184682303422832,SALT2
76,0.010392692312229562,15.459038590805472,1.1366483465464148,0.06770089326325339,-19.246617664563146,-19.349208993160964,2458466.5428007077,0.020369480769636475,SALT2
77,0.01219591038923916,15.286564789192049,-0.046673571723052094,-0.011409790631864963,-19.3292810327522,-19.322076360788316,2458475.255175555,0.018605037370582844,SALT2
78,0.007424065198340783,15.825774819826728,-1.0704149216386896,0.06973272895648712,-18.931250874776172,-18.811315319229042,2458465.1924467958,0.018846983006170867,SALT2
79,0.010309511605269786,15.469330416611907,-0.7291150707529189,-0.0456196387040219,-19.341123935986516,-19.387754582677378,2458320.793146369,0.020825709970808855,SALT2
80,0.010934627422619254,15.404016547039078,0.8376736724952449,0.08233722510163191,-19.158817764555312,-19.258638548761425,2458164.806340078,0.019067047526254734,SALT2
81,0.012795629643734397,15.233643131732311,0.9485631338785913,-0.025345314683179777,-19.512357781533506,-19.58587791511452,2458219.8122870415,0.020473912859986586,SALT2
82,0.01585760705670835,15.00105012137405,-0.8895174633776036,-0.1421865599331633,-19.621791166757337,-19.741880014604348,2458365.725211719,0.019774662910349163,SALT2
83,0.006232754705266104,16.01306914824027,1.0657118221997877,0.16076226242628266,-18.94456691335187,-18.77959660123706,2458327.215610865,0.02022600168745966,SALT2
84,0.010538937183224658,15.444429692547379,-0.2149749264462327,-0.12919689784261315,-19.675452572625492,-19.61482650096988,2458293.456568379,0.022823837995836507,SALT2
85,0.009360321716695914,15.574158635740392,-1.0102893509567794,-0.07845754157863077,-19.404837713881374,-19.429988549213707,2458348.7180895773,0.022261191802068467,SALT2
86,0.010823646652396378,15.415810606793642,0.27145814856321127,-0.05669579913779049,-19.515972254292375,-19.650613495055506,2458249.8047663546,0.022898040936573667,SALT2
87,0.009477731714291539,15.559837735450941,0.6202409121126812,0.010774875664186874,-19.353011392985895,-19.386479121599898,2458178.079542909,0.021685441455202903,SALT2
88,0.011962536298206563,15.306952569685908,0.33083446121136206,-0.08462723888389173,-19.611961727426127,-19.656592723814175,2458409.57122383,0.021855414652946006,SALT2
89,0.007775151021415916,15.775285399782234,0.0029306252096422767,0.009848363770221557,-19.269496273654624,-19.31133391761826,2458399.1456396603,0.02310838264192025,SALT2
90,0.008775798475001494,15.642971538286165,0.7492363394396991,0.07269518312925528,-19.176702907678827,-19.24749355514137,2458222.3040602403,0.021143317076742274,SALT2
91,0.00831745726642931,15.702389728693674,-0.4810822449720875,-0.012129011454535134,-19.270721452659693,-19.245689518881917,2458379.4432658195,0.021702769004154486,SALT2
92,0.008372572467146058,15.69386573411023,0.7230249185347289,0.0941354515565429,-19.105732306158874,-19.239273346930165,2458405.5958029693,0.021556310625768665,SALT2
93,0.006484784820247641,15.970462096074584,0.7305648928948283,0.15380376325825978,-18.919489072137598,-18.966567856841216,2458357.498200358,0.02159435883170241,SALT2
94,0.00893164221737314,15.623828131695316,1.101565590284218,-0.01994491563133216,-19.516826272806544,-19.428115888330293,2458366.551716005,0.022748385393180037,SALT2
95,0.014260605731441316,15.115169554300572,1.6399053320367756,0.01621981519758743,-19.47867274657992,-19.795019907034508,2458255.8056369033,0.021333229381303376,SALT2
96,0.007798223686640644,15.772042548719202,-0.2644221812788869,0.0576891727873548,-19.08189458124145,-19.210514946656385,2458190.662176943,0.02204450881071128,SALT2
97,0.009239479751893726,15.58837528034984,-0.8898448224188374,-0.04959128062377365,-19.33108875473939,-19.450969844896942,2458380.85147017,0.02261895569756675,SALT2
98,0.008556120233309296,15.67105146544608,0.38707285528639557,0.026888037785909143,-19.269788649130128,-19.29218415725204,2458298.3853282826,0.021852347941239893,SALT2
99,0.006000456938990839,16.05593938449679,0.1748906062989358,0.09771191260949541,-19.017766991200645,-18.905979061171543,2458362.8548662243,0.021839308492247928,SALT2
100,0.00859057394351092,15.66628925255079,0.8166441283455275,0.03838615196449117,-19.293836046951835,-19.371445565570625,2458260.961567032,0.02260246516865988,SALT2
101,0.006615364429086195,15.950479948744203,-0.05523835641775863,0.06302576841750053,-19.094428743038982,-19.144718251481187,2458328.687953072,0.02319830949447585,SALT2
102,0.008363401136559409,15.696318856633674,-0.33219270676754736,-0.015299942891585913,-19.301519541789233,-19.292275908561624,2458507.693210036,0.022104891348355478,SALT2
103,0.011299085706638345,15.366678701099756,2.315130695114302,0.0324575623997276,-19.522234008943258,-19.523119866442986,2458304.6839498812,0.021136928730611026,SALT2
104,0.010197652904061156,15.478893161773858,1.8715492797026256,-0.037758709361113134,-19.680541487842902,-19.629133272733046,2458153.3414722974,0.023333422109961734,SALT2
105,0.0062230269599603425,16.01278476940021,2.6096306203344217,0.11564506010290365,-19.302338443183807,-19.32756073317167,2458484.6667923573,0.02591855139282004,SALT2
106,0.007487638218698968,15.81629067260636,-0.44889234957911395,-0.06763769507495108,-19.449469795899198,-19.408701572412422,2458342.6331195883,0.024601596166338474,SALT2
107,0.006293634034763094,16.004309306875946,0.533782716051587,0.04289296633371463,-19.24008855892569,-19.28290529247522,2458124.8386502177,0.025303585514859134,SALT2
108,0.006599418964669682,15.95281985195745,0.6393224821294832,0.010001370024687255,-19.358110846990634,-19.292515423163334,2458158.9801255045,0.024828973411286488,SALT2
109,0.010412140245805081,15.45662088727562,0.9093727226137109,-0.13526038424911896,-19.851894527323903,-19.848197670849913,2458345.3478485877,0.02550573877433874,SALT2
110,0.006872466852313734,15.909056310597329,0.33211828714240427,-0.005087253661815862,-19.36246544944438,-19.259078709322573,2458477.149420702,0.023976891666178723,SALT2
111,0.0049667786448006936,16.262016549986956,-1.379442370918478,0.10283522667214613,-18.784078291547548,-18.895867724223013,2458462.7346449518,0.02386593530235883,SALT2
112,0.004970648845532377,16.26121191376596,-0.27987581397470507,0.0038591357412397064,-19.248703558951792,-19.098718019548524,2458137.6966806655,0.02614891460543814,SALT2
113,0.007436897632018389,15.822051649180427,1.640454254648594,0.005590026774978791,-19.512116501604144,-19.52009954513316,2458486.1858243872,0.02593970730295536,SALT2
114,0.008308842540526728,15.702736997368124,0.6319019624454862,0.011229218826747184,-19.353217756845208,-19.471789558048545,2458460.8779571406,0.02404633161263158,SALT2
115,0.0030082773721995114,16.80490939041254,-1.3687314756132645,0.19524505091905964,-18.495503378579215,-18.368837480772747,2458264.619938043,0.024037850265429976,SALT2
116,0.006541334835025553,15.963675447479709,-1.4659369903233341,-0.029189566717122046,-19.18639487127978,-19.26326750040662,2458345.3788394863,0.024623310476949052,SALT2
117,0.006821926445846486,15.917869271699592,-1.1219003669914587,-0.043364327504036786,-19.279054572656367,-19.249331648807882,2458229.620088135,0.023966759798649966,SALT2
118,0.010371216545036659,15.460034508995815,2.0024640267427993,-0.08967765008191893,-19.861843107351135,-19.881633632305583,2458492.5569900405,0.025934046079277448,SALT2
119,0.0058288986764478854,16.089068522133047,-2.2732523409213594,-0.06533230594528502,-19.18682278063326,-19.260244712625337,2458179.879385077,0.026023786585705422,SALT2
120,0.006223631191698657,16.01706143844746,-0.15521151462431315,-0.009827763862850364,-19.309119738718085,-19.1327399227314,2458327.403137415,0.02377880017466825,SALT2
121,0.01016663496407063,15.482691915573954,0.8252026733747465,-0.12876561399022812,-19.819723636587792,-19.871458476574546,2458299.2303731614,0.02608072406990344,SALT2
122,0.00654036884463979,15.96228022466635,0.9439768540951218,0.0223539616537641,-19.361987673942153,-19.380025761478144,2458130.518505075,0.025941521669412843,SALT2
123,0.005269464646923936,16.197636942747863,-0.6242352899648347,0.08129841651288355,-18.95741132997098,-19.133621717771106,2458419.806018491,0.025812344703350674,SALT2
124,0.007657076335440946,15.790972711421148,1.017718118597797,-0.053126735516433835,-19.609245359389778,-19.50224254693773,2458372.819663089,0.025372316039316403,SALT2
125,0.009679085542204905,15.536050917328907,1.4886793783165646,-0.04759924271382438,-19.657829135843013,-19.63383286587721,2458333.3859532042,0.023995871246184186,SALT2
126,0.0055593036351022935,16.1394930022175,-0.1108404129423404,0.03836565391672944,-19.16405255454346,-19.094873979529318,2458241.0632641055,0.024706123725028225,SALT2
127,0.007788666085731893,15.772951368547982,-1.1403604025156555,-0.1537288823712254,-19.622904505411086,-19.58347148499917,2458474.5770728486,0.02610751509607811,SALT2
128,0.008766533484383224,15.643884665324574,1.1828451563508373,-0.05445769287963392,-19.63654101983829,-19.568949377828517,2458319.606051918,0.024466680316613705,SALT2
129,0.007884986510850282,15.760344681221955,-0.6970115578582526,-0.05854927605491054,-19.38620455943621,-19.41155729882649,2458168.6181256897,0.02401779338728878,SALT2
130,0.006157134301457171,16.028302223264127,0.2784881665716637,0.04463267053542717,-19.198886390509326,-19.149114068822676,2458265.0676808725,0.024077791619344733,SALT2
131,0.006225982953020038,16.01718899003415,-1.3319574237623548,-0.05038110729189659,-19.271672256462534,-19.245475453287735,2458335.498499704,0.02502429201335962,SALT2
132,0.005182339276883413,16.215545571130626,-0.4093394460552614,0.08899856100294477,-18.96332599456402,-18.92570103096694,2458115.669154454,0.023686919204578286,SALT2
133,0.005642485166110455,16.123231886342648,-0.03622813877360328,0.05466078321507833,-19.123347862059564,-19.17372940580081,2458235.502806174,0.025415315407585945,SALT2
134,0.006734882719059126,15.931177556699279,0.0028626003682165353,0.030528136584506607,-19.204572943312783,-19.232037330758306,2458228.7434840766,0.023923571901044344,SALT2
135,0.007393472585915303,15.830120200523876,-0.7346915553815907,-0.07828521297039591,-19.442880465760652,-19.396156796754692,2458282.3596651196,0.024615895310072307,SALT2
136,0.004534287344267431,16.361321038980357,-1.5288793735701336,0.06908156910321687,-18.869109842285184,-18.808112044369068,2458205.29363916,0.023990978323319142,SALT2
137,0.005482467362278828,16.154321720712105,0.004082009552900554,0.07146611850571749,-19.07623933534796,-19.140676878694187,2458147.1123128226,0.025392777447615505,SALT2
138,0.004231958284052143,16.433864384843282,-0.3670563215393078,0.19428239533302968,-18.638759676034116,-18.761212463180854,2458260.7329528886,0.02427093983781971,SALT2
139,0.005780593233968837,16.09582928463085,1.3500781260151653,0.046853357380281645,-19.34193824882542,-19.207204114253916,2458195.644447939,0.025485167019125336,SALT2
140,0.004351508851907968,16.40394209012936,0.322104892639888,0.15292148233359126,-18.865074151924443,-18.881769328599237,2458125.18051998,0.02528639700558994,SALT2
141,0.008568261571574053,15.669596561693291,-0.6247776543099073,-0.11592171932232792,-19.576409405349402,-19.55005618620962,2458448.3258295963,0.024542255594150398,SALT2
142,0.005748458568703516,16.10312506429834,-0.12188544354995928,0.04776843629138837,-19.132990916384337,-19.044454769971768,2458149.898468972,0.023754906601699977,SALT2
143,0.00425532221012259,16.429744846860203,-1.5309856271432511,0.1187231729555264,-18.712989972292547,-18.939661389438108,2458178.101789796,0.02626110075319479,SALT2
144,0.0049445555053446374,16.26754596242248,-1.7116703574638583,-0.05381978158252165,-19.229306444342598,-19.23991739930186,2458433.442475659,0.027950080468664793,SALT2
145,0.008549123641704962,15.67186705464406,-0.03782495248557092,-0.09612842569736148,-19.59645163491604,-19.699222357013007,2458138.807408642,0.02628107654829926,SALT2
146,0.003071759305376642,16.780585476808014,0.41722362096363214,0.22290542122116005,-18.65871118972169,-18.74860759732995,2458290.7611522414,0.028225450449014537,SALT2
147,0.004726983164070585,16.31535730020845,-0.022336117005620153,0.06652561310776126,-19.08804904407395,-19.137479343140736,2458237.7127808747,0.027269407414678853,SALT2
148,0.003884963224479553,16.52770254310601,0.20568748990353036,0.11559155640636327,-18.96595435302692,-18.85158643581295,2458314.8375453255,0.02637860190327077,SALT2
149,0.004589843738068594,16.348121119453733,-1.0084227201067777,0.019119210406637478,-19.098805617718618,-19.068055870898082,2458331.6297246967,0.02682175839860627,SALT2
150,0.004511090870945246,16.366324154154057,0.06302922766511593,-0.0008315180206272739,-19.311434226939866,-19.19400960072113,2458319.918823574,0.028624723894916264,SALT2
151,0.004639160117691563,16.336998381165284,-2.2428487368170305,-0.050687801064829396,-19.145110184388116,-19.075830797479124,2458480.3736267104,0.026781239618553537,SALT2
152,0.0052809395994920585,16.195364916916297,-0.20392068781999587,0.028335893875478052,-19.182504732830076,-19.19425631824067,2458322.393049769,0.026501999375343782,SALT2
153,0.005283447875045708,16.19431334201494,0.6079496358227122,-0.02167082730209706,-19.453137675916462,-19.2213351015975,2458319.8977560215,0.02681535736659398,SALT2
154,0.005240316120188104,16.204086259416194,-1.3197549248654716,-0.08598934174489006,-19.385154854256044,-19.375213548516754,2458448.239062145,0.028870606434256554,SALT2
155,0.003931697695896087,16.514496186980317,0.4598679025666483,0.11836452280484633,-18.99283526927492,-18.990240357815274,2458230.271370057,0.027915711438009857,SALT2
156,0.006623856320448983,15.948500101060631,0.9363077272754227,-0.03681876006702317,-19.546657169668947,-19.54318285641572,2458412.754219344,0.027751756185332998,SALT2
157,0.008904721951271153,15.626232362838223,0.05514942538357631,-0.1896191651233746,-19.902935478875975,-19.859913964073566,2458483.5254951417,0.02768250075022916,SALT2
158,0.004828770499946574,16.29161129387983,0.8304981995727925,0.06112792190231045,-19.22438920108884,-19.260142694958656,2458180.769604759,0.028514168248444986,SALT2
159,0.004783657780633292,16.303652842363167,-1.9237431168652275,-0.020865219608330942,-19.09617188798942,-19.181055443358925,2458446.568285441,0.02766454063356473,SALT2
160,0.005691745027142507,16.113967123178284,-0.6265493103026922,-0.09077104869549968,-19.497213418412798,-19.398328090539337,2458313.049005588,0.02801108347671441,SALT2
161,0.008870540863291048,15.630399966856137,0.8827370946196693,-0.15067296397344365,-19.896545627159394,-19.909976291062613,2458332.7673279247,0.028368204463714818,SALT2
162,0.004233106244212959,16.434679208863958,0.4374234319784746,0.08592158619476233,-19.091531421411627,-19.136298954981438,2458147.0160857667,0.028762467888120598,SALT2
163,0.006922054230912801,15.901297939831968,-0.1628087908686151,-0.08063884790426498,-19.530332112849884,-19.476615954398213,2458364.584216835,0.026362221938594964,SALT2
164,0.007499561003190119,15.813794021334742,0.6304853382727567,-0.06979811522727199,-19.607364231056593,-19.614614500163356,2458419.245701092,0.026970309466582017,SALT2
165,0.002205669646509955,17.140238724167105,-0.9541869573747197,0.25420745049003596,-18.368456638879316,-18.39278316265717,2458125.344217811,0.028274246004649048,SALT2
166,0.005208215330953368,16.20965430487641,0.833324919155108,0.02624430105974368,-19.33428462765518,-19.284268315454224,2458495.229281527,0.027779819455111668,SALT2
167,0.006551882353731196,15.960867520259189,0.010472501525806054,-0.07915604646809261,-19.549936980076957,-19.48900938330011,2458163.460506962,0.027232995813944737,SALT2
168,0.0032024710083447846,16.735371148884475,1.2173236601279513,0.1886092125037777,-18.878380994368555,-18.78021063090386,2458383.0151882255,0.028052651555853896,SALT2
169,0.004293732443322087,16.420249696906893,-0.42822796301677624,-0.002792568954678143,-19.248813959126387,-19.081876708730384,2458115.403075904,0.02788285184840679,SALT2
170,0.005091611720663689,16.235440492274787,-0.869131486105111,-0.009778293087696678,-19.209015653947564,-19.20391647459459,2458363.8094050647,0.02710396208724955,SALT2
171,0.004841710470377488,16.288195294899907,1.0622361814357175,0.09464016397689219,-19.151637590677538,-19.23660620241869,2458123.6601986624,0.028169584513765302,SALT2
172,0.0036329922920208765,16.596950327453488,1.7694631650691537,0.22311287666336696,-18.847373523263375,-18.82157442659469,2458370.062986791,0.026850209415031835,SALT2
173,0.004054050717485635,16.481827365979278,0.03692330359543423,0.09234836793408592,-19.015287735558267,-19.070471370984347,2458145.077419529,0.028521175206796777,SALT2
174,0.006711275194415983,15.934484435105407,0.736765741877099,-0.021934052710727056,-19.471998195321767,-19.44122675638531,2458482.4673750764,0.026336004218975185,SALT2
175,0.0035460971504420384,16.62699516801681,-0.4785225555545326,0.1325180159915514,-18.817032790024886,-18.875890982932585,2458218.7384883505,0.027892412525962636,SALT2
176,0.005505563553340444,16.149873695966875,-0.17301447590837962,-0.0824017684059169,-19.534437124399002,-19.359631889524586,2458474.285137723,0.02797584800241888,SALT2
